"main_sector","primary_sector","company_permalink","funding_round_permalink","funding_round_type","funding_round_code","funded_at","raised_amount_usd","name","homepage_url","category_list","other_sectors","status","country_code","state_code","region","city","founded_at","main_sector_value","total_no_of_invs_per_sector","total_amt_inv_per_sector"
"Automotive...Sports","Automotive","/organization/tesla-motors","/funding-round/ee3faaa92354502d4cffb0cd602c35f8","venture","B","01-02-2005",1.3e+07,"Tesla Motors","http://www.teslamotors.com","Automotive|Clean Technology","Clean Technology","ipo","USA","CA","SF Bay Area","Palo Alto","01-01-2003",1,167,1454104361
"Automotive...Sports","Designers","/organization/stio","/funding-round/04ef84b601b00fca1b1405dc2edd94d5","venture","","04-08-2014",5900000,"Stio","http://www.stio.com/","Designers",NA,"operating","USA","MI","Grand Rapids","Wyoming","01-01-2011",1,167,1454104361
"Automotive...Sports","Designers","/organization/eloquii","/funding-round/379dedadf504acdc4ba74e2323f9d4c9","venture","A","02-12-2014",6e+06,"Eloquii","http://www.eloquii.com/","Designers|Fashion|Retail","Fashion|Retail","operating","USA","NY","New York City","New York","01-01-2014",1,167,1454104361
"Automotive...Sports","Cars","/organization/metromile","/funding-round/c5ab745386950b19d6b494f1cc036b5e","venture","B","30-04-2013",1e+07,"Metromile","http://www.metromile.com","Cars|Consumer Internet|Curated Web|Insurance|Technology","Consumer Internet|Curated Web|Insurance|Technology","operating","USA","CA","SF Bay Area","San Francisco","01-06-2011",1,167,1454104361
"Automotive...Sports","Automotive","/organization/razorsight","/funding-round/49d16979218df84a40ea2c1945e98b86","venture","A","12-01-2006",1e+07,"Razorsight","http://www.razorsight.com","Automotive|Freelancers|Software","Freelancers|Software","acquired","USA","VA","""Washington, D.C.""","Reston","01-01-2001",1,167,1454104361
"Automotive...Sports","Cars","/organization/ridemakerz","/funding-round/0dc39fda11df7d6a69f4ad75b3c677e6","venture","A","01-06-2007",1e+07,"Ridemakerz","http://www.ridemakerz.com","Cars|E-Commerce|Toys|Virtual Worlds","E-Commerce|Toys|Virtual Worlds","operating","USA","MO","St. Louis","Saint Louis","01-06-2006",1,167,1454104361
"Automotive...Sports","Automotive","/organization/limos-com","/funding-round/99f081f684e8177bd35f97366df1026a","venture","A","01-11-2008",5e+06,"Limos.com","http://www.limos.com","Automotive|Concerts|Events|Limousines|Online Travel|Weddings","Concerts|Events|Limousines|Online Travel|Weddings","operating","USA","CA","SF Bay Area","San Francisco","01-08-2007",1,167,1454104361
"Automotive...Sports","Drones","/organization/3d-robotics","/funding-round/7ca0d4dc119b6d65eebfb352c3544542","venture","C","23-04-2015",1.4e+07,"3D Robotics","http://3drobotics.com","Drones|Manufacturing","Manufacturing","operating","USA","CA","San Diego","San Diego","01-01-2009",1,167,1454104361
"Automotive...Sports","Automotive","/organization/raysat","/funding-round/8762731c81be9c6025f665650ade6d22","venture","A","24-06-2004",1e+07,"RaySat","http://www.raysat.com","Automotive",NA,"acquired","USA","VA","""Washington, D.C.""","Vienna","01-01-1997",1,167,1454104361
"Automotive...Sports","Automotive","/organization/uqm-technologies","/funding-round/01232014c3beb45f49ce1eb7c9350048","venture","","05-02-2014",5300000,"UQM Technologies","http://www.uqm.com","Automotive",NA,"ipo","USA","CO","Denver","Longmont","01-01-1967",1,167,1454104361
"Automotive...Sports","Automotive","/organization/aptera","/funding-round/74dc54cf94102e9620e19a561104ba2b","venture","","15-04-2010",9800000,"Aptera","http://www.aptera.com","Automotive",NA,"closed","USA","CA","San Diego","Carlsbad","01-01-2003",1,167,1454104361
"Automotive...Sports","Automotive","/organization/servicemesh","/funding-round/069574cdb4316f3169e1206cefaa1020","venture","","16-11-2011",1.5e+07,"ServiceMesh","http://www.servicemesh.com","Automotive|Cloud Computing|Cloud Management|Enterprise Software|Software","Cloud Computing|Cloud Management|Enterprise Software|Software","acquired","USA","CA","Los Angeles","Santa Monica","01-01-2008",1,167,1454104361
"Automotive...Sports","CAD","/organization/grabcad","/funding-round/115723dfe10abdd2d9d4954b06f66498","venture","B","16-10-2012",8150000,"GrabCAD","http://www.grabcad.com","CAD|Curated Web|Finance|Manufacturing","Curated Web|Finance|Manufacturing","acquired","USA","MA","Boston","Cambridge","01-01-2009",1,167,1454104361
"Automotive...Sports","Automotive","/organization/honk-2","/funding-round/9290099130d317a1b0282fceae7fa6eb","venture","A","26-03-2015",1.2e+07,"HONK","http://www.honkforhelp.com","Automotive|Field Support Services","Field Support Services","operating","USA","CA","Los Angeles","Santa Monica","21-01-2014",1,167,1454104361
"Automotive...Sports","Design","/organization/emma","/funding-round/3d910bc3488f31258bd828e13f8c84b4","venture","","08-07-2015",5e+06,"Emma","http://www.myemma.com","Design|Email|Email Marketing|Email Newsletters|Information Technology|Internet|Marketing Automation|Social Media Marketing|Surveys","Email|Email Marketing|Email Newsletters|Information Technology|Internet|Marketing Automation|Social Media Marketing|Surveys","operating","USA","TN","Nashville","Nashville","01-01-2003",1,167,1454104361
"Automotive...Sports","Design","/organization/servergy","/funding-round/879606dc51e3a085579e52bf31c47b11","venture","","10-06-2012",5637090,"Servergy","http://servergy.com","Design",NA,"operating","USA","TX","Dallas","Mckinney","01-01-2009",1,167,1454104361
"Automotive...Sports","Automotive","/organization/airbiquity","/funding-round/c6909a12d18862ebd5173dd1ee6abd6a","venture","","13-09-2012",10419873,"Airbiquity","http://www.airbiquity.com","Automotive|Software|Wireless","Software|Wireless","operating","USA","WA","Seattle","Seattle","01-01-1997",1,167,1454104361
"Automotive...Sports","Design","/organization/eshakti-com","/funding-round/d75b94b82da945832f5980429ac9ea4a","venture","B","10-09-2014",14500000,"eShakti.com","http://www.eshakti.com","Design|Designers|E-Commerce|Fashion","Designers|E-Commerce|Fashion","operating","USA","WA","Seattle","Sammamish","01-01-2001",1,167,1454104361
"Automotive...Sports","Automotive","/organization/driverside","/funding-round/65e8e5a82ddf0026bc665c566fc280d4","venture","B","12-03-2009",5300000,"DriverSide","http://www.driverside.com","Automotive|Cars","Cars","operating","USA","CA","SF Bay Area","San Francisco","01-09-2007",1,167,1454104361
"Automotive...Sports","Design","/organization/voyence","/funding-round/901d60f7738c28db86bb660a3539da91","venture","","02-11-2004",1.2e+07,"Voyence","","Design|EdTech|Education|Finance|FinTech|Health Care|Security|Software Compliance","EdTech|Education|Finance|FinTech|Health Care|Security|Software Compliance","acquired","USA","TX","Dallas","Richardson","01-01-2000",1,167,1454104361
"Automotive...Sports","Design","/organization/phillips---temro-industries","/funding-round/9ac77870036a902a89a58e7fef320719","venture","","15-11-2002",5e+06,"Phillips & Temro Industries","http://www.phillipsandtemro.com/","Design|Energy|Industrial","Energy|Industrial","acquired","USA","MN","Minneapolis","Eden Prairie","",1,167,1454104361
"Automotive...Sports","Design","/organization/leesa","/funding-round/501582ae9cdf3385072f9c5aa7d52e31","venture","A","02-07-2015",9e+06,"Leesa","http://www.leesa.com/","Design|E-Commerce","E-Commerce","operating","USA","VA","Norfolk - Virginia Beach","Virginia Beach","01-01-2014",1,167,1454104361
"Automotive...Sports","Automotive","/organization/mota-motors","/funding-round/a75a64e3a14ab950c6e285b7cc5d452d","venture","","01-07-2011",5e+06,"MOTA Motors","","Automotive|Cars|E-Commerce|Enterprises|Finance|Price Comparison|Trusted Networks","Cars|E-Commerce|Enterprises|Finance|Price Comparison|Trusted Networks","operating","USA","CA","Los Angeles","Venice","01-02-2008",1,167,1454104361
"Automotive...Sports","Automotive","/organization/gracenote","/funding-round/fe6b60b145f2f7ca5989d55015265bf2","venture","D","01-03-2004",1.3e+07,"Gracenote","http://www.gracenote.com","Automotive|Music|Sports|Video","Music|Sports|Video","acquired","USA","CA","SF Bay Area","Emeryville","01-01-1998",1,167,1454104361
"Automotive...Sports","Automotive","/organization/voicebox-technologies","/funding-round/4967db9fe16758cb9e08f8c38cc8c7a9","venture","C","30-12-2010",5268902,"VoiceBox Technologies","http://www.voicebox.com","Automotive|Home Automation|Mobile|Mobile Commerce|Software|Speech Recognition","Home Automation|Mobile|Mobile Commerce|Software|Speech Recognition","operating","USA","WA","Seattle","Bellevue","01-01-2001",1,167,1454104361
"Automotive...Sports","Automotive","/organization/innospring","/funding-round/b7c8cfedde9397046d3aa05e934d443b","venture","","24-08-2015",1e+07,"InnoSpring Seed Fund","http://www.innospringseedfund.com/","Automotive|Clean Technology|Incubators|Internet|Mobile|Social Media|Software|Technology","Clean Technology|Incubators|Internet|Mobile|Social Media|Software|Technology","operating","USA","CA","SF Bay Area","Santa Clara","11-04-2012",1,167,1454104361
"Automotive...Sports","Automotive","/organization/autoamerica","/funding-round/c456e0cd9471cc166f783ae1d131aeb4","venture","","24-11-2014",8e+06,"AutoAmerica","http://autoamerica.com","Automotive|Customer Service","Customer Service","operating","USA","TX","Dallas","Grand Prairie","",1,167,1454104361
"Automotive...Sports","Automotive","/organization/zero-motorcycles","/funding-round/dc07522ab4a2eccb7df43036320ab538","venture","","17-07-2013",6500000,"Zero Motorcycles Inc.","http://www.zeromotorcycles.com","Automotive|Electric Vehicles","Electric Vehicles","operating","USA","CA","SF Bay Area","Scotts Valley","01-01-2006",1,167,1454104361
"Automotive...Sports","Automotive","/organization/tesla-motors","/funding-round/3509cccde65780f038402c23df4132c3","venture","A","01-04-2004",7500000,"Tesla Motors","http://www.teslamotors.com","Automotive|Clean Technology","Clean Technology","ipo","USA","CA","SF Bay Area","Palo Alto","01-01-2003",1,167,1454104361
"Automotive...Sports","Automotive","/organization/dolly","/funding-round/83f4e27d1e12318fd3f2b3de964ab197","venture","A","01-10-2015",8e+06,"Dolly","http://dolly.com","Automotive|Content Delivery|Peer-to-Peer","Content Delivery|Peer-to-Peer","operating","USA","WA","Seattle","Seattle","22-12-2013",1,167,1454104361
"Automotive...Sports","Automotive","/organization/mission-motors","/funding-round/66a28af4063b7e595d178e091f35313b","venture","","01-12-2010",5069797,"Mission Motors","http://www.ridemission.com","Automotive|Clean Technology|Software","Clean Technology|Software","operating","USA","CA","SF Bay Area","San Francisco","09-08-2007",1,167,1454104361
"Automotive...Sports","Automotive","/organization/purecars","/funding-round/168c65d323b6ca3415ff9653ec223631","venture","B","18-12-2013",5e+06,"PureCars","http://www.purecars.com","Automotive",NA,"acquired","USA","SC","""Charleston, South Carolina""","Charleston","01-01-2007",1,167,1454104361
"Automotive...Sports","Automotive","/organization/car-advisory-network","/funding-round/4389fc22516113fbf1a33c6e1262b505","venture","A","17-03-2008",6500000,"Car Advisory Network","http://www.caradvisorynetwork.com","Automotive",NA,"operating","USA","CA","SF Bay Area","Palo Alto","",1,167,1454104361
"Automotive...Sports","Drones","/organization/3d-robotics","/funding-round/2785595770e91ab8fd4854ef125ec563","venture","A","05-11-2012",5e+06,"3D Robotics","http://3drobotics.com","Drones|Manufacturing","Manufacturing","operating","USA","CA","San Diego","San Diego","01-01-2009",1,167,1454104361
"Automotive...Sports","Drones","/organization/dronedeploy","/funding-round/bdf644f3fa66533c048719bf0d000893","venture","A","31-03-2015",9e+06,"DroneDeploy","http://www.dronedeploy.com","Drones|Internet of Things|SaaS|Software","Internet of Things|SaaS|Software","operating","USA","CA","SF Bay Area","San Francisco","01-01-2013",1,167,1454104361
"Automotive...Sports","Automotive","/organization/high-gear-media","/funding-round/be1acef00f820f5d22d7866cebcb4d11","venture","A","01-11-2007",6500000,"High Gear Media","http://www.highgearmedia.com","Automotive",NA,"acquired","USA","CA","SF Bay Area","Menlo Park","01-01-2007",1,167,1454104361
"Automotive...Sports","Automotive","/organization/vinli","/funding-round/503de85df4b1e841dc64d4fe0220631c","venture","A","08-06-2015",6500000,"Vinli","https://www.vin.li/","Automotive|Development Platforms|Embedded Hardware and Software|Mobile","Development Platforms|Embedded Hardware and Software|Mobile","operating","USA","TX","Dallas","Dallas","01-01-2014",1,167,1454104361
"Automotive...Sports","Automotive","/organization/limos-com","/funding-round/6e43beda2be03de74c29e168e7763265","venture","A","29-03-2011",1e+07,"Limos.com","http://www.limos.com","Automotive|Concerts|Events|Limousines|Online Travel|Weddings","Concerts|Events|Limousines|Online Travel|Weddings","operating","USA","CA","SF Bay Area","San Francisco","01-08-2007",1,167,1454104361
"Automotive...Sports","Automotive","/organization/wheelz","/funding-round/0a18ab55e59929e7c72a14f575e1acdb","venture","A","22-02-2012",13700000,"Wheelz","http://www.wheelz.com","Automotive|Collaborative Consumption","Collaborative Consumption","acquired","USA","CA","SF Bay Area","San Francisco","01-01-2011",1,167,1454104361
"Automotive...Sports","Automotive","/organization/stratavia","/funding-round/0e4b00cbf97059f2716cf7b75dc0aa61","venture","B","25-07-2007",6250000,"Stratavia","http://www.stratavia.com","Automotive|Software|Startups","Software|Startups","acquired","USA","CO","Denver","Denver","01-01-2001",1,167,1454104361
"Automotive...Sports","Automotive","/organization/gracenote","/funding-round/7d350c2b4d74407a020300fc8f53f730","venture","E","30-08-2005",10900000,"Gracenote","http://www.gracenote.com","Automotive|Music|Sports|Video","Music|Sports|Video","acquired","USA","CA","SF Bay Area","Emeryville","01-01-1998",1,167,1454104361
"Automotive...Sports","Automotive","/organization/seegrid-corp","/funding-round/472cf6878b7ee7a4b4eb6e8e29448972","venture","","23-02-2015",11115754,"Seegrid Corp","http://www.seegrid.com","Automotive",NA,"operating","USA","PA","Pittsburgh","Pittsburgh","01-01-2003",1,167,1454104361
"Automotive...Sports","Automotive","/organization/packethop","/funding-round/812e8c00baad600a0ba9f0b24a738eb9","venture","C","08-08-2005",1e+07,"PacketHop","http://direct.sri.com","Automotive|Consumer Electronics|Mobile|Networking|Web Hosting","Consumer Electronics|Mobile|Networking|Web Hosting","closed","USA","CA","SF Bay Area","Redwood City","01-01-2002",1,167,1454104361
"Automotive...Sports","Automotive","/organization/digital-air-strike","/funding-round/48fd6808ccb1b587eeada182d061c079","venture","","26-10-2009",5600000,"Digital Air Strike","http://digitalairstrike.com","Automotive|Digital Media|Social Media Management","Digital Media|Social Media Management","operating","USA","AZ","Phoenix","Scottsdale","01-01-2007",1,167,1454104361
"Automotive...Sports","Automotive","/organization/high-gear-media","/funding-round/e2ffa108d56c71caa9d9e60d291378ea","venture","B","30-06-2009",5500000,"High Gear Media","http://www.highgearmedia.com","Automotive",NA,"acquired","USA","CA","SF Bay Area","Menlo Park","01-01-2007",1,167,1454104361
"Automotive...Sports","Automotive","/organization/beepi","/funding-round/87d70c9019e13a2ba690b5b0f7c1f65a","venture","B","30-12-2014",12700000,"Beepi","http://www.beepi.com","Automotive|E-Commerce","E-Commerce","operating","USA","CA","SF Bay Area","Los Altos","01-04-2013",1,167,1454104361
"Automotive...Sports","Automotive","/organization/automile-ab","/funding-round/a380b558208f7edf23c3a49b290c7f96","venture","A","06-05-2015",5e+06,"Automile","https://www.automile.com","Automotive|Cars|Consumer Electronics|Developer APIs","Cars|Consumer Electronics|Developer APIs","operating","USA","CA","SF Bay Area","San Francisco","01-01-2013",1,167,1454104361
"Automotive...Sports","Aerospace","/organization/exostar","/funding-round/25b6f1bef38c20f2cb20d66b64b460f4","venture","","30-10-2015",1.5e+07,"Exostar","http://exostar.com","Aerospace|Collaboration|Information Technology|Services","Collaboration|Information Technology|Services","operating","USA","VA","""Washington, D.C.""","Herndon","",1,167,1454104361
"Automotive...Sports","Sports","/organization/rotohog","/funding-round/44f4754e44bc6d53804c083776409f33","venture","A","01-08-2007",6e+06,"RotoHog","http://www.rotohog.com","Sports",NA,"closed","USA","CA","Los Angeles","Los Angeles","",1,167,1454104361
"Automotive...Sports","Automotive","/organization/flywheel-software","/funding-round/790e008c80638730af4b4f2d1a357b7f","venture","B","31-07-2013",14800000,"Flywheel Software","http://www.flywheel.com","Automotive|Mobile|Public Transportation|Real Time|Transportation","Mobile|Public Transportation|Real Time|Transportation","operating","USA","CA","SF Bay Area","Redwood City","01-01-2009",1,167,1454104361
"Automotive...Sports","Sports","/organization/whoop-inc","/funding-round/2d5301c1a4ef4e86c2dccb0a8e430c27","venture","B","22-09-2015",1.2e+07,"WHOOP","http://www.whoop.com","Sports",NA,"operating","USA","MA","Boston","Boston","31-12-2011",1,167,1454104361
"Automotive...Sports","Design","/organization/digg","/funding-round/fac3a91a8145d98c8dc2302afc7de82a","venture","B","01-12-2006",8500000,"Digg","http://www.digg.com","Design|News|Social Bookmarking|Social Media|Technology|Web Tools","News|Social Bookmarking|Social Media|Technology|Web Tools","acquired","USA","NY","New York City","New York","11-10-2004",1,167,1454104361
"Automotive...Sports","Automotive","/organization/catalytic-solutions","/funding-round/cc0443191d8a3aeac7adbb885b904943","venture","","03-11-2004",1e+07,"Catalytic Solutions","https://www.catsolns.com","Automotive",NA,"operating","USA","CA","Santa Barbara","Oxnard","01-01-1994",1,167,1454104361
"Automotive...Sports","Sports","/organization/quick-hit","/funding-round/011eaf868f2ac45feda0d618237e2d6a","venture","B","14-01-2009",8e+06,"Quick Hit","http://quickhit.com","Sports",NA,"closed","USA","MA","New Bedford","Foxboro","01-04-2008",1,167,1454104361
"Automotive...Sports","Sports","/organization/sport-universal-process","/funding-round/20a30d7d5cc694892906198a9589d23e","venture","","03-07-2013",6507366,"Sport Universal Process","http://www.sport-universal.com","Sports|Technology|Tracking","Technology|Tracking","operating","USA","NY","NY - Other","Yorkshire","",1,167,1454104361
"Automotive...Sports","Automotive","/organization/zero-motorcycles","/funding-round/b525cff62d6f469611ae43bb6e04f798","venture","","01-10-2012",6e+06,"Zero Motorcycles Inc.","http://www.zeromotorcycles.com","Automotive|Electric Vehicles","Electric Vehicles","operating","USA","CA","SF Bay Area","Scotts Valley","01-01-2006",1,167,1454104361
"Automotive...Sports","Electric Vehicles","/organization/clean-wave-technologies","/funding-round/adc4e173bcd088bb1f04311512ad0834","venture","","29-01-2014",8762152,"Clean Wave Technologies","http://www.cleanwavetech.com/","Electric Vehicles|Energy Management","Energy Management","operating","USA","CA","SF Bay Area","Mountain View","01-01-2008",1,167,1454104361
"Automotive...Sports","Transportation","/organization/surf-air","/funding-round/f78d4337d3daa258459fa0b875bb8435","venture","B","03-06-2013",7e+06,"Surf Air","http://www.surfair.com","Transportation|Travel","Travel","operating","USA","CA","Los Angeles","Santa Monica","05-11-2011",1,167,1454104361
"Automotive...Sports","Design","/organization/logoworks","/funding-round/5fd866c65c9490dfc1373f45dbfa6a53","venture","B","20-06-2005",9300000,"Logoworks","http://www.logoworks.com","Design|Graphics|Web Design","Graphics|Web Design","operating","USA","NY","New York City","New York","01-01-2000",1,167,1454104361
"Automotive...Sports","Sports","/organization/whoop-inc","/funding-round/c3fd2a200ff7d7577d65aa0dbcb9a6c7","venture","A","04-06-2014",6e+06,"WHOOP","http://www.whoop.com","Sports",NA,"operating","USA","MA","Boston","Boston","31-12-2011",1,167,1454104361
"Automotive...Sports","Aerospace","/organization/planet-labs","/funding-round/64598b05153e4e104134dea5dfa72ff0","venture","A","25-06-2013",13100000,"Planet Labs","http://www.planet.com/","Aerospace|Geospatial","Geospatial","operating","USA","CA","SF Bay Area","San Francisco","29-12-2010",1,167,1454104361
"Automotive...Sports","Design","/organization/flex-logix-technologies","/funding-round/580d0f05911c216c4fdbbdefffb6dae0","venture","","26-10-2015",7400000,"FLEX LOGIX TECHNOLOGIES","http://www.flex-logix.com/","Design",NA,"operating","USA","CA","SF Bay Area","Mountain View","01-01-2014",1,167,1454104361
"Automotive...Sports","Design","/organization/fusion-media-group","/funding-round/e7c9ad088b8fdc462d5efa883c38c316","venture","A","12-11-2007",7500000,"Fusion Media Group","http://www.fusionmediagroup.com/","Design|Graphic Design|User Experience Design","Graphic Design|User Experience Design","operating","USA","MA","MA - Other","Wenham","",1,167,1454104361
"Automotive...Sports","Design","/organization/digital-domain-media-group","/funding-round/7a2fe3903442f2cb77d336395122bf73","venture","","22-06-2012",10500000,"Digital Domain Media Group","http://www.ddmg.co","Design",NA,"closed","USA","FL","Florida's Treasure Coast","Port St. Lucie","",1,167,1454104361
"Automotive...Sports","Sports","/organization/coachup","/funding-round/360f1a5fa7c2c5f61ea0ceabcc12f5b4","venture","A","21-11-2013",6700000,"CoachUp","http://www.coachup.com","Sports|Training","Training","operating","USA","MA","Boston","Boston","15-05-2011",1,167,1454104361
"Automotive...Sports","Sports","/organization/quick-hit","/funding-round/6b624031ea22ce2954d86c3439f9a5e9","venture","A","24-04-2008",5e+06,"Quick Hit","http://quickhit.com","Sports",NA,"closed","USA","MA","New Bedford","Foxboro","01-04-2008",1,167,1454104361
"Automotive...Sports","Aerospace","/organization/sentera","/funding-round/a77f68af587fd39a9d524d30d3332511","venture","","05-10-2015",5e+06,"Sentera","https://sentera.com","Aerospace",NA,"operating","USA","MN","Minneapolis","Minneapolis","01-01-2014",1,167,1454104361
"Automotive...Sports","Transportation","/organization/surf-air","/funding-round/35662852d0984319f7551e812f95997c","venture","B","07-08-2014",8e+06,"Surf Air","http://www.surfair.com","Transportation|Travel","Travel","operating","USA","CA","Los Angeles","Santa Monica","05-11-2011",1,167,1454104361
"Automotive...Sports","Aerospace","/organization/tachyon-networks","/funding-round/42f534dc556725e3be0002f6e2547180","venture","B","29-09-2003",6e+06,"Tachyon Networks","http://www.tachyon.net","Aerospace|Hardware + Software","Hardware + Software","operating","USA","CA","San Diego","San Diego","",1,167,1454104361
"Automotive...Sports","Aerospace","/organization/jetsmarter","/funding-round/3ca7885d1867a89ab6278ca00d5c7063","venture","A","08-07-2014",5200000,"JetSmarter","https://jetsmarter.com/","Aerospace|Startups|Transportation","Startups|Transportation","operating","USA","FL","Ft. Lauderdale","Fort Lauderdale","",1,167,1454104361
"Automotive...Sports","Automotive","/organization/razorsight","/funding-round/e8ced711521193cc75ee40fcae69108c","venture","B","22-07-2011",1.2e+07,"Razorsight","http://www.razorsight.com","Automotive|Freelancers|Software","Freelancers|Software","acquired","USA","VA","""Washington, D.C.""","Reston","01-01-2001",1,167,1454104361
"Automotive...Sports","Automotive","/organization/flywheel-software","/funding-round/9d3bfecf8a4bd83cd78e99d132cae6ce","venture","C","20-11-2014",1.2e+07,"Flywheel Software","http://www.flywheel.com","Automotive|Mobile|Public Transportation|Real Time|Transportation","Mobile|Public Transportation|Real Time|Transportation","operating","USA","CA","SF Bay Area","Redwood City","01-01-2009",1,167,1454104361
"Automotive...Sports","Automotive","/organization/atieva","/funding-round/6a5a9a2ff0c547710ac0387f87f1e343","venture","","17-12-2009",7e+06,"Atieva","http://www.atieva.com","Automotive|Electric Vehicles|Software","Electric Vehicles|Software","operating","USA","CA","SF Bay Area","Menlo Park","01-01-2007",1,167,1454104361
"Automotive...Sports","Sports","/organization/pga-tour-superstore","/funding-round/479fc01e64d8c86888a1dda3e53c152d","venture","","09-05-2011",9e+06,"PGA TOUR Superstore","http://pgatoursuperstore.com","Sports",NA,"operating","USA","GA","Atlanta","Roswell","01-01-2003",1,167,1454104361
"Automotive...Sports","Aerospace","/organization/jetsuite","/funding-round/1aaa58be03122699ade7cf2c2d9bd798","venture","","13-09-2011",7e+06,"JetSuite","http://www.jetsuite.com","Aerospace|Travel","Travel","operating","USA","CA","Anaheim","Irvine","01-01-2009",1,167,1454104361
"Automotive...Sports","Design","/organization/ipmobilenet","/funding-round/6ca588840552bc4208feee49c213744b","venture","","12-10-2001",1.1e+07,"IPMobileNet","http://www.ipmn.com/","Design|Manufacturing|Telecommunications","Manufacturing|Telecommunications","operating","USA","CA","Anaheim","Irvine","",1,167,1454104361
"Automotive...Sports","Design","/organization/rbn","/funding-round/5a55649f6394df6f0fb2e7292278c26e","venture","","21-04-2004",9500000,"RBN","http://www.rbni.com/","Design|Services|Transportation","Services|Transportation","closed","USA","CA","SF Bay Area","San Francisco","",1,167,1454104361
"Automotive...Sports","Aerospace","/organization/tachyon-networks","/funding-round/4bd4b97000881877ef5b4aea229d6523","venture","","02-06-2005",7070000,"Tachyon Networks","http://www.tachyon.net","Aerospace|Hardware + Software","Hardware + Software","operating","USA","CA","San Diego","San Diego","",1,167,1454104361
"Automotive...Sports","Design","/organization/netformx","/funding-round/686692625500fbd8b21d2e5f861fdc97","venture","","14-12-2009",1.2e+07,"Netformx","http://www.netformx.com","Design|Enterprise Software|Software","Enterprise Software|Software","operating","USA","CA","SF Bay Area","San Jose","01-01-1994",1,167,1454104361
"Automotive...Sports","Aerospace","/organization/fly-blade","/funding-round/a2ba12e7816faa0c78352568cf81c9e0","venture","A","19-05-2015",6e+06,"Fly BLADE","http://www.flyblade.com/","Aerospace",NA,"operating","USA","NY","New York City","New York","01-01-2014",1,167,1454104361
